Authors,Article Title,Source Title,Study,Study,Species common name,Species,,Regne,Phyla,Classe,Ordre,Factor,Factor variation,Crossing/wild,Method,Type of h? (narrow / broad),keep?,comment,Which is stressful?,Stress (heat/acidity/drought/wet),trait,trait type (lht/morpho/physio/behav),error type,h? mild environment,se h? mild,range of CI mild,SE m,h? harsh environment,se h? harsh environment,range of CI harsh,SE h,error type,evolvability mild environment,se evolvability mild environment,evolvability harsh environment,se evolvability harsh environment,error type,Evol_Mild,Evol_Harsh,Va mild environment,se Va mild environment,Va harsh environment,se Va harsh environment,Vp mild,Vp harsh,mean mild,se mean mild,mean harsh,se mean harsh,ISSN,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Early Access Date,UT (Unique WOS ID)
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Santa Elena,drought,drought,gs mass,Physiology,se,0.489,0.261,,0.261,0.602,0.313,,0.313,se,32.9,10.6,60.4,20,se,32.9,60.4,69.27,44.72,41.19,27.27,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Santa Elena,drought,drought,WUE,Physiology,se,0.674,0.306,,0.306,0.196,0.155,,0.155,se,25.2,7.5,17.7,7.9,se,25.2,17.7,252.2,149.6,265.5,238.4,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,Growth,LHT,se,0.825,0.282,,0.282,0.604,0.275,,0.275,se,51.8,13.9,51.4,15.2,se,51.8,51.4,27.87,15,4.094,2.415,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,SLA,Morphology,se,0.349,0.217,,0.217,0.688,0.273,,0.273,se,8.6,3.2,8.5,2.4,se,8.6,8.5,66.59,49.47,67.41,37.29,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,VLA,Morphology,se,0.602,0.273,,0.273,0.266,0.175,,0.175,se,19.4,5.8,10.7,4,se,19.4,10.7,10.05,6.04,3.463,2.614,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,Leaf thickness,Morphology,se,0.34,0.208,,0.208,0.499,0.25,,0.25,se,8.6,3.1,11,3.4,se,8.6,11,477.6,346.5,776.7,483.5,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,Leaf lamina area,Morphology,se,0.459,0.245,,0.245,0.499,0.253,,0.253,se,25.8,8.4,30.6,9.6,se,25.8,30.6,9.484,6.189,10.29,6.45,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,Stomatal density,Physiology,se,0.175,0.136,,0.136,0.317,0.219,,0.219,se,6.9,3,12.8,5.1,se,6.9,12.8,2485,2151,9386,7402,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,Stomatal length,Morphology,se,0.469,0.267,,0.267,0.701,0.288,,0.288,se,7.3,2.6,12.8,3.6,se,7.3,12.8,1.124,0.792,3.034,1.712,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,SPI,Physiology,se,0.144,0.129,,0.129,0.521,0.26,,0.26,se,7.5,3.7,17.4,5.4,se,7.5,17.4,0.122,0.122,0.568,0.351,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,ETR,Physiology,se,0.169,0.146,,0.146,0.146,0.13,,0.13,se,13.2,6,11.7,5.4,se,13.2,11.7,236,214.7,142.3,132.1,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,NPQ,Physiology,se,0.19,0.154,,0.154,0.167,0.142,,0.142,se,23.3,10.2,16.4,7.6,se,23.3,16.4,0.621,0.546,0.409,0.379,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,Aarea,Physiology,se,0.241,0.199,,0.199,0.592,0.302,,0.302,se,19,8.7,49.7,15.9,se,19,49.7,6.571,6.033,15.52,9.95,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,gs area,Physiology,se,0.137,0.133,,0.133,0.867,0.333,,0.333,se,17.6,9.3,73.5,20.7,se,17.6,73.5,1911,2007,6385,3590,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,Amass,Physiology,se,0.042,0.05,,0.05,0.14,0.172,,0.172,se,6.6,3.7,21.9,13.8,se,6.6,21.9,66.09,74.9,264.6,335.3,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,gs mass,Physiology,se,0.154,0.14,,0.14,0.818,0.348,,0.348,se,17.6,8.9,70.4,20.2,se,17.6,70.4,15.64,15.74,50.13,28.81,,,,,,,,,,,,,,,,
,,,18,14,Encino,Quercus oleoides,,Plantae,Angiosperm,Eudicots,Fagales,watering regime,Lab experiment,maternal half sibs,between family variance,narrow sense,1,Rincon,drought,drought,WUE,Physiology,se,0.145,0.128,,0.128,0.506,0.296,,0.296,se,14.1,6.6,25.7,9.9,se,14.1,25.7,77.21,71.95,449.5,345.3,,,,,,,,,,,,,,,,
"Tasoff, AJ; Johnson, DW",Can larvae of a marine fish adapt to ocean acidification? Evaluating the evolutionary potential of California Grunion (Leuresthes tenuis),EVOLUTIONARY APPLICATIONS,19,15,California Grunion,Leuresthes tenuis,,Aniimalia,Chordata,Actinopterygii,Atheriniformes,ocean acidification,Lab experiment,crossed breeding to produce different reatedness,animal model,narrow sense,1,only give h? but Va should be available,acidity,acidity,larval survival,LHT,95% CI,0.12,[0.038; 0.228],0.19,0.048469388,0.183,[0.05;0.33],0.28,0.071428571,,,,,,,,,,,,,,,,,,,1752-4571,2019,12,3,560,571,,10.1111/eva.12739,,WOS:000459328300015
,,,19,15,California Grunion,Leuresthes tenuis,,Aniimalia,Chordata,Actinopterygii,Atheriniformes,ocean acidification,Lab experiment,crossed breeding to produce different reatedness,animal model,narrow sense,1,only give h? but Va should be available,acidity,acidity,growth rate,LHT,95% CI,0.092,[0.023; 0.176],0.144,0.036734694,0.101,[0.029; 0.200],0.171,0.043622449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirk, NL; Howells, EJ; Abrego, D; Burt, JA; Meyer, E",Genomic and transcriptomic signals of thermal tolerance in heat-tolerant corals (Platygyra daedalea) of the Arabian/Persian Gulf,MOLECULAR ECOLOGY,20,16,lesser valley coral,Platygyra daedalea,,Aniimalia,Cnidaria,Hexacoralia,Scleractinia,temperature,Lab experiment,controlled crossing corals known relatedness,animal model,narrow sense,1,NO SE!!! At temperature temperature little variance as little mortality,heat,heat,Counts 15 hours (survival),LHT,none,0.0003,,,NA,0.001,,,NA,,,,,,,,,,,,,,,,,,,0962-1083,2018,27,24,5180,5194,,10.1111/mec.14934,,WOS:000454600500016
,,,20,16,lesser valley coral,Platygyra daedalea,,Aniimalia,Cnidaria,Hexacoralia,Scleractinia,temperature,Lab experiment,controlled crossing corals known relatedness,animal model,narrow sense,1,NO SE!!! At temperature temperature little variance as little mortality,heat,heat,Counts 22hours (survival),LHT,none,0.0009,,,NA,0.1637,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,16,lesser valley coral,Platygyra daedalea,,Aniimalia,Cnidaria,Hexacoralia,Scleractinia,temperature,Lab experiment,controlled crossing corals known relatedness,animal model,narrow sense,1,NO SE!!! At temperature temperature little variance as little mortality,heat,heat,Counts 38 hours (survival),LHT,none,0.0007,,,NA,0.484,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,16,lesser valley coral,Platygyra daedalea,,Aniimalia,Cnidaria,Hexacoralia,Scleractinia,temperature,Lab experiment,controlled crossing corals known relatedness,animal model,narrow sense,1,NO SE!!! At temperature temperature little variance as little mortality,heat,heat,mortality 38h,LHT,none,0.0301,,,NA,0.7486,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rudin-Bitterli, TS; Mitchell, NJ; Evans, JP",Environmental Stress Increases the Magnitude of Nonadditive Genetic Variation in Offspring Fitness in the Frog Crinia georgiana,AMERICAN NATURALIST,21,17,Quacking frog,Crinia georgiana,,Aniimalia,Chordata,Amphibia,Anura,water depth,Lab experiment,North Carolina II breeding design,GLMM,narrow sense,1,no SE!!!!!,low water,drought,"Proportion of fertilized eggs
reaching Gosner stage 42",LHT,none,0.29,,,NA,0.36,,,NA,none,2.1,,2.43,,none,2.1,2.43,2.48,,2.9,,,,,,,,0003-0147,2018,192,4,461,478,,10.1086/699231,,WOS:000444262900007
,,,21,17,Quacking frog,Crinia georgiana,,Aniimalia,Chordata,Amphibia,Anura,water depth,Lab experiment,North Carolina II breeding design,GLMM,narrow sense,1,no SE!!!!!,low water,drought,"Proportion of fertilized eggs
completing metamorphosis",LHT,none,0.08,,,NA,0.37,,,NA,none,1.39,,3.21,,none,1.39,3.21,3.24,,0.56,,,,,,,,,,,,,,,,,
,,,21,17,Quacking frog,Crinia georgiana,,Aniimalia,Chordata,Amphibia,Anura,water depth,Lab experiment,North Carolina II breeding design,GLMM,narrow sense,1,no SE!!!!!,low water,drought,Length of larval period (days),LHT,none,0.14,,,NA,0,,,NA,none,0.04,,0,,none,0.04,0,2,,0,,,,,,,,,,,,,,,,,
,,,21,17,Quacking frog,Crinia georgiana,,Aniimalia,Chordata,Amphibia,Anura,water depth,Lab experiment,North Carolina II breeding design,GLMM,narrow sense,1,no SE!!!!!,low water,drought,Metamorphic duration (days),LHT,none,0.14,,,NA,0.47,,,NA,,0.04,,0.1,,none,0.04,0.1,0.56,,1.68,,,,,,,,,,,,,,,,,
,,,21,17,Quacking frog,Crinia georgiana,,Aniimalia,Chordata,Amphibia,Anura,water depth,Lab experiment,North Carolina II breeding design,GLMM,narrow sense,1,no SE!!!!!,low water,drought,Metamorph wet mass (mg),Morphology,none,0,,,NA,0,,,NA,,0,,0,,none,0,0,0,,0,,,,,,,,,,,,,,,,,
,,,21,17,Quacking frog,Crinia georgiana,,Aniimalia,Chordata,Amphibia,Anura,water depth,Lab experiment,North Carolina II breeding design,GLMM,narrow sense,1,no SE!!!!!,low water,drought,Jumping distance (cm),Physiology,none,0.06,,,NA,0,,,NA,,0.05,,0.07,,none,0.05,0.07,9.52,,0,,,,,,,,,,,,,,,,,
,,,21,17,Quacking frog,Crinia georgiana,,Aniimalia,Chordata,Amphibia,Anura,water depth,Lab experiment,North Carolina II breeding design,GLMM,narrow sense,1,no SE!!!!!,low water,drought,Metamorph morphology,Morphology,,,,,NA,,,,NA,,,,,,none,,,0.08,,0.08,,,,,,,,,,,,,,,,,
"Chirgwin, E; Marshall, DJ; Sgro, CM; Monro, K",How does parental environment influence the potential for adaptation to global change?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,22,18,intertidal tubeworm,Galeolaria caespitosa,,Aniimalia,Annelida,Polycaeta,Sabellida,temperature,Lab experiment,North Carolina II breeding design,animal model,narrow sense,1,h? from their later paper in evol appl,heat,heat,offspring survival from non warmed parents,LHT,,,,,NA,,,,NA,,,,,,se,0.004156043,0.004900838,0.116,0.02,0.138,0.023,,,81.95,,75.8,,0962-8452,2018,285,1886,,,20181374,10.1098/rspb.2018.1374,,WOS:000444626300012
,,,22,18,intertidal tubeworm,Galeolaria caespitosa,,Aniimalia,Annelida,Polycaeta,Sabellida,temperature,Lab experiment,North Carolina II breeding design,animal model,narrow sense,1,,heat,heat,offspring survival from  warmed parents,LHT,,,,,NA,,,,NA,,,,,,se,0.003749242,0.003600106,0.081,0.14,0.0863,0.015,,,75.91,,81.6,,,,,,,,,,,
"Logan, ML; Curlis, JD; Gilbert, AL; Miles, DB; Chung, AK; McGlothlin, JW; Cox, RM",Thermal physiology and thermoregulatory behaviour exhibit low heritability despite genetic divergence between lizard populations,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,23,19,brown anole lizards,Anolis sagrei,,Aniimalia,Chordata,Reptilia ,Squamata,temperature,Lab experiment,controlled crossing ,animal model,narrow sense,1,"2 pops, thermal curces so took Temp above optimum (37 vs 42) | pop 1",heat,heat,running speed,Behavior,se,0.124,0.077,,0.077,0.005,0.054,,0.054,,,,,,none,3.277306934,3.938586723,8.7,5.54,0.56,5.57,,,0.9,,0.19,,0962-8452,2018,285,1878,,,20180697,10.1098/rspb.2018.0697,,WOS:000432371500028
,,,23,19,brown anole lizards,Anolis sagrei,,Aniimalia,Chordata,Reptilia ,Squamata,temperature,Lab experiment,controlled crossing ,animal model,narrow sense,1,pop 2,heat,heat,running speed,Behavior,se,0,0,,0,0,0,,0,,,,,,se,0,0,0,0,0,0,,,,,,,,,,,,,,,,
"Chirgwin, E; Marshall, DJ; Sgro, CM; Monro, K",The other 96%: Can neglected sources of fitness variation offer new insights into adaptation to global change?,EVOLUTIONARY APPLICATIONS,22,20,intertidal tubeworm,Galeolaria caespitosa,,Aniimalia,Annelida,Polycaeta,Sabellida,temperature,Lab experiment,north carolina,"variance partitioning, Va=4Vsire",narrow sense,1,"but see paper 22, from non warm parents (kept at 16), keep 17 vs 25",heat,heat,larval survival,LHT,none,0.42,,,NA,0.04,,,NA,,,,,,none,,,,,,,,,,,,,1752-4571,2017,10,3,267,275,,10.1111/eva.12447,,WOS:000394576100006
"Munday, PL; Donelson, JM; Domingos, JA",Potential for adaptation to climate change in a coral reef fish,GLOBAL CHANGE BIOLOGY,24,21,spiny chromis,Acanthochromis polyacanthus,,Aniimalia,Chordata,Actinopterygii,Pomacentridae,temperature,Lab experiment,controlled crosses over 2  gnerations,animaml model,narrow sense,1,,scenario +1.5,heat,resting metabolic rate,Physiology,se,0.39,0.23,,0.23,0.23,0.17,,0.17,,,,,,none,,,,,,,,,,,,,1354-1013,2017,23,1,307,317,,10.1111/gcb.13419,,WOS:000390218300026
,,,24,21,spiny chromis,Acanthochromis polyacanthus,,Aniimalia,Chordata,Actinopterygii,Pomacentridae,temperature,Lab experiment,controlled crosses over 2  gnerations,animaml model,narrow sense,1,,scenario +3,heat,resting metabolic rate,Physiology,se,0.39,0.23,,0.23,0.32,0.22,,0.22,,,,,,none,,,,,,,,,,,,,,,,,,,,,,
,,,24,21,spiny chromis,Acanthochromis polyacanthus,,Aniimalia,Chordata,Actinopterygii,Pomacentridae,temperature,Lab experiment,controlled crosses over 2  gnerations,animaml model,narrow sense,1,,scenario +1.5,heat,maxilum metabolic rate,Physiology,se,0.54,0.25,,0.25,0.46,0.25,,0.25,,,,,,none,,,,,,,,,,,,,,,,,,,,,,
,,,24,21,spiny chromis,Acanthochromis polyacanthus,,Aniimalia,Chordata,Actinopterygii,Pomacentridae,temperature,Lab experiment,controlled crosses over 2  gnerations,animaml model,narrow sense,1,,scenario +3,heat,maxilum metabolic rate ,Physiology,se,0.54,0.25,,0.25,0.58,0.28,,0.28,,,,,,none,,,,,,,,,,,,,,,,,,,,,,
,,,24,21,spiny chromis,Acanthochromis polyacanthus,,Aniimalia,Chordata,Actinopterygii,Pomacentridae,temperature,Lab experiment,controlled crosses over 2  gnerations,animaml model,narrow sense,1,,scenario +1.5,heat,net aerobic scope,Physiology,se,0.58,0.27,,0.27,0.53,0.26,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,21,spiny chromis,Acanthochromis polyacanthus,,Aniimalia,Chordata,Actinopterygii,Pomacentridae,temperature,Lab experiment,controlled crosses over 2  gnerations,animaml model,narrow sense,1,,scenario +3,heat,net aerobic scope,Physiology,se,0.58,0.27,,0.27,0.78,0.29,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De Kort, H; Mijnsbrugge, KV; Vandepitte, K; Mergeay, J; Ovaskainen, O; Honnay, O","Evolution, plasticity and evolving plasticity of phenology in the tree species Alnus glutinosa",JOURNAL OF EVOLUTIONARY BIOLOGY,25,22,Black alder,Alnus glutinosa,,Plantae,Angiosperm,Eudicots,Fagales,temperature,Lab experiment,wild populations,Variance among families (Broad sense heritability),broad sense,1,Picardy,Tuscany temperatures for northern populations (15/25C),heat,bud burst,LHT,se,0.139,0.098,,0.098,0.408,0.118,,0.118,se,0.032,0.03,0.19,0.087,,0.032,0.19,,,,,,,,,,,1010-061X,2016,29,2,253,264,,10.1111/jeb.12777,,WOS:000370070500003
,,,25,22,Black alder,Alnus glutinosa,,Plantae,Angiosperm,Eudicots,Fagales,temperature,Lab experiment,wild populations,Variance among families (Broad sense heritability),broad sense,1,Flanders,Tuscany temperatures for northern populations (15/25C),heat,bud burst,LHT,se,0.499,0.166,,0.166,0.348,0.118,,0.118,se,0.17,0.079,0.109,0.079,,0.17,0.109,,,,,,,,,,,,,,,,,,,,
,,,25,22,Black alder,Alnus glutinosa,,Plantae,Angiosperm,Eudicots,Fagales,temperature,Lab experiment,wild populations,Variance among families (Broad sense heritability),broad sense,1,Sjaeland,Tuscany temperatures for northern populations (15/25C),heat,bud burst,LHT,se,0.242,0.134,,0.134,0.2,0.113,,0.113,,0.112,0.067,0.106,0.073,,0.112,0.106,,,,,,,,,,,,,,,,,,,,
"van Heerwaarden, B; Malmberg, M; Sgro, CM",Increases in the evolutionary potential of upper thermal limits under warmer temperatures in two rainforest Drosophila species,EVOLUTION,26,23,fruitfly,Drosophila birchii,,Aniimalia,Arthropoda,Insecta,Diptera,temperature,Lab experiment,wild populations raised in lab for 11 gens,half-sib/full-sib narrow heritability ,narrow sense,1,only used constant 25 versus summer increased comparison,summer +1C ,heat,Knockdown time,Physiology,se,0.125,0.082,,0.082,0.187,0.045,,0.045,,,,,,,,,,,,,,,,,,,0014-3820,2016,70,2,456,464,,10.1111/evo.12843,,WOS:000370662500016
"Chirgwin, E; Monro, K; Sgro, CM; Marshall, DJ",Revealing hidden evolutionary capacity to cope with global change,GLOBAL CHANGE BIOLOGY,27,24,intertidal tubeworm,Galeolaria caespitosa,,Aniimalia,Annelida,Polycaeta,Sabellida,temperature,Lab experiment,wild populations crossed in lab,half-sib/full-sib narrow heritability ,narrow sense,1,using sire VA percent only because that is standard way of calculating heritability,+4C,heat,Survival,LHT,none,0.25,,,NA,0.18,,,NA,,,,,,,,,,,,,,,,,,,1354-1013,2015,21,9,3356,3366,,10.1111/gcb.12929,,WOS:000360998400016
,,,27,24,intertidal tubeworm,Galeolaria caespitosa,,Aniimalia,Annelida,Polycaeta,Sabellida,temperature,Lab experiment,wild populations crossed in lab,half-sib/full-sib narrow heritability ,narrow sense,1,using sire VA percent only because that is standard way of calculating heritability,+8C,heat,Survival,LHT,none,0.25,,,NA,0,,,NA,,,,,,,,,,,,,,,,,,,0015-752X,2015,88,2,248,256,,10.1093/forestry/cpu055,,WOS:000352206500009
"Kristensen, TN; Overgaard, J; Lassen, J; Hoffmann, AA; Sgro, C",Low evolutionary potential for egg-to-adult viability in Drosophila melanogaster at high temperatures,EVOLUTION,28,25,fruitfly,Drosophila melanogaster,,Aniimalia,Arthropoda,Insecta,Diptera,temperature,Lab experiment,wild populations crossed in lab,half-sib/full-sib narrow heritability ,narrow sense,1,Melbourne,+1.6C,heat,Survival,LHT,95% CI,0.29,.21 - .37,-0.16,-0.040816327,0.16,.09-.22,0.13,0.033163265,,,,,,,,,,,,,,,,,,,0014-3820,2015,69,3,803,814,,10.1111/evo.12617,,WOS:000351446000019
,,,28,25,fruitfly,Drosophila melanogaster,,Aniimalia,Arthropoda,Insecta,Diptera,temperature,Lab experiment,wild populations crossed in lab,half-sib/full-sib narrow heritability ,narrow sense,1,Innisfail,+1.6C,heat,Survival,LHT,95% CI,0.25,.21-.31,0.1,0.025510204,0.11,.04-.17,0.13,0.033163265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shama, LNS; Strobel, A; Mark, FC; Wegner, KM",Transgenerational plasticity in marine sticklebacks: maternal effects mediate impacts of a warming ocean,FUNCTIONAL ECOLOGY,29,26,Three-spined Stickleback,Gasterosteus aculeatus,,Aniimalia,Chordata,Actinopterygii,Gasterosteiformes,temperature,Lab experiment,wild populations crossed in lab,half-sib/full-sib narrow heritability; animal model,narrow sense,1,,+4C,heat,30 day size,LHT,95% CI,0.34,.17-.55,0.38,0.096938776,0.5,.27-.67,0.4,0.102040816,,,,,,,,,,,,,,,,,,,0269-8463,2014,28,6,1482,1493,,10.1111/1365-2435.12280,,WOS:000344592000017
,,,29,26,Three-spined Stickleback,Gasterosteus aculeatus,,Aniimalia,Chordata,Actinopterygii,Gasterosteiformes,temperature,Lab experiment,wild populations crossed in lab,half-sib/full-sib narrow heritability; animal model,narrow sense,1,,+4C,heat,60 day size,LHT,95% CI,0.47,.27-.66,0.39,0.099489796,0.31,.15-.6,0.45,0.114795918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schaper, SV; Gienapp, P; Dawson, A; Visser, ME",Heritability of gonad size varies across season in a wild songbird,JOURNAL OF EVOLUTIONARY BIOLOGY,30,27,great tit,Parus major,,Aniimalia,Chordata,Aves,Passeriformes,egg laying phenology ,Lab experiment,offspring of wild pairs,anmal model,narrow sense,?,Aprul - March comparison. April is normal time of selection on gonad development but might be advanced to March under climate change,one month advancement of breeding,?,female follicle volume,Physiology,se,0.145,0.259,,0.259,0.332,0.21,,0.21,,,,,,,,,,,,,,,,,,,1010-061X,2013,26,12,2739,2745,,10.1111/jeb.12249,,WOS:000327115900019
,,,30,27,great tit,Parus major,,Aniimalia,Chordata,Aves,Passeriformes,egg laying phenology ,Lab experiment,offspring of wild pairs,anmal model,narrow sense,?,Aprul - March comparison. April is normal time of selection on gonad development but might be advanced to March under climate change,one month advancement of breeding,?,male testis volume,Physiology,se,0.076,0.193,,0.193,0.243,0.204,,0.204,,,,,,,,,,,,,,,,,,,1010-061X,2013,26,10,2271,2282,,10.1111/jeb.12225,,WOS:000329473100018
"Lymbery, RA; Evans, JP",Genetic variation underlies temperature tolerance of embryos in the sea urchin Heliocidaris erythrogramma armigera,JOURNAL OF EVOLUTIONARY BIOLOGY,31,28,sea urchin,Heliocidaris erythrogramma armigera,,Aniimalia,Echinodermata,Echinoidae,Echinoida,temperature,Lab experiment,offspring of wild pairs,half/full sib GLMM,broad sense,?,"VA exceeds total VP, which would suggest a heritability of >1, so not sure if should include, mabye just for VA's if we use that part",+3C,heat,larval hatching success,LHT,,,,,NA,,,,NA,,,,,,none,0.276709869,,20.77,,32.99,,12.36,,16.47,,,,,,,,,,,,,
"Kelly, MW; Padilla-Gamino, JL; Hofmann, GE",Natural variation and the capacity to adapt to ocean acidification in the keystone sea urchin Strongylocentrotus purpuratus,GLOBAL CHANGE BIOLOGY,32,29,sea urchin,Strongylocentrotus purpuratus,,Aniimalia,Echinodermata,Echinoidae,Echinoida,ocean acidification,Lab experiment,offspring of wild pairs,hafl/full sib animal model,broad sense,1,,ocean acidification,acidity,larval size,Morphology,95% CI,0.4,".08, .72",0.64,0.163265306,0.5,".2,.8",0.6,0.153061224,,,,,,,,,,,,,,,,,,,1354-1013,2013,19,8,2536,2546,,10.1111/gcb.12251,,WOS:000328744900020
"van Heerwaarden, B; Sgro, CM",Multivariate analysis of adaptive capacity for upper thermal limits in Drosophila simulans,JOURNAL OF EVOLUTIONARY BIOLOGY,33,30,fruitfly,Drosophila simulans,,Aniimalia,Arthropoda,Insecta,Diptera,temperature,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,,ramping temperature,heat,heat knockdown time,Physiology,SE,0.241,0.028,,0.028,0.192,0.007,,0.007,,,,,,,,,,,,,,,,,,,1010-061X,2013,26,4,800,809,,10.1111/jeb.12090,,WOS:000317432700011
"Cote, J; Roussel, JM; Cam, S; Bal, G; Evanno, G",Population differences in response to hypoxic stress in Atlantic salmon,JOURNAL OF EVOLUTIONARY BIOLOGY,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Oir pop, exp. 1",hypoxia,hypoxia,Survival,LHT,95% CI,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1010-061X,2012,25,12,2596,2606,,10.1111/jeb.12007,,WOS:000311296500019
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Oir pop, exp. 1",hypoxia,hypoxia,Incubation time,LHT,95% CI,0.65,.46-.81,0.35,0.089285714,0.61,.36-.81,0.45,0.114795918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Oir pop, exp. 1",hypoxia,hypoxia,Length  ,Morphology,95% CI,0.71,.57-.99,0.42,0.107142857,0.67,.55-.99,0.44,0.112244898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Oir pop, exp. 2",hypoxia,hypoxia,Survival,LHT,95% CI,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,34,31,Atlantic salmon,Salmo salar,,Aniimalia,Chordata,Actinopterygii,Salmoniformes,hypoxia,Lab experiment,offspring of wild pairs,hafl/full sib animal model,narrow sense,1,"Oir pop, exp. 2",hypoxia,hypoxia,Incubation time,LHT,95% CI,0.63,.46-79,0.33,0.084183673,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
